Title,Score,Episodes,Genres,Status
Tian Huang Zhan Shen ,55.0,80.0,"Adventure, Fantasy",FINISHED
Meltys Quest,55.0,2.0,Hentai,FINISHED
K×Drop!!,55.0,1.0,Thriller,FINISHED
BEM,55.0,12.0,"Action, Horror, Supernatural",FINISHED
Onmyouji: Heian Monogatari,55.0,12.0,"Comedy, Slice of Life, Supernatural",FINISHED
Shinkyoku no Grimoire THE ANIMATION: Unico no Natsuyasumi,55.0,1.0,"Fantasy, Hentai",FINISHED
Daraku Reijou THE ANIMATION: Hakoiri Ojousama Netorare Choukyou Kiroku,55.0,1.0,Hentai,FINISHED
Mitsuwano,55.0,1.0,"Drama, Slice of Life",FINISHED
Mashiroiro Symphony: Airi ga Anata no Kanojo ni!?,55.0,1.0,Romance,FINISHED
Pikachu no Summer Bridge Story,55.0,1.0,"Adventure, Comedy, Fantasy",FINISHED
Usavich IV,55.0,13.0,Comedy,FINISHED
Norageki!,55.0,1.0,"Mystery, Sci-Fi",FINISHED
Akai Ito,55.0,1.0,"Drama, Romance, Slice of Life",FINISHED
Dengeki Bunko 2007 Movie Festival Special,55.0,1.0,Comedy,FINISHED
Karuizawa Syndrome,55.0,1.0,"Action, Comedy, Drama, Slice of Life",FINISHED
Dr.,55.0,1.0,"Action, Adventure, Sci-Fi",FINISHED
Samayou Midara na Lunatics,55.0,2.0,Hentai,FINISHED
Queen's Blade: Rurou no Senshi,55.0,12.0,"Action, Adventure, Ecchi, Fantasy",FINISHED
Yakata Jukujo,55.0,2.0,Hentai,FINISHED
EXTRA,55.0,1.0,"Action, Horror",FINISHED
Bakunyuu Oyako,55.0,2.0,Hentai,FINISHED
Ikusa Otome Valkyrie,55.0,2.0,Hentai,FINISHED
Angel Blade Punish!,55.0,3.0,"Adventure, Hentai, Sci-Fi",FINISHED
"Chiisana Obake Acchi, Kocchi, Socchi",55.0,50.0,"Comedy, Supernatural",FINISHED
Watashi no Oshi wa Akuyaku Reijou.: Rae to Claire ni Ichimon Ittou,55.0,6.0,"Comedy, Fantasy",FINISHED
CASE 143 -Japanese ver.-,55.0,1.0,Comedy,FINISHED
“Dreaming!” Animation PV,55.0,1.0,,FINISHED
i☆Ris the Movie: Full Energy!!,55.0,1.0,"Fantasy, Music",FINISHED
Anata no France wa Donna Tokoro?,55.0,1.0,Slice of Life,FINISHED
Tsuma Netori 3: Kairaku ni Ochita Injiru Kyoushi-tachi,55.0,1.0,Hentai,FINISHED
Haji+,55.0,,Hentai,RELEASING
Sinbi Apateu: Ghost Ball-ui Bimil,55.0,24.0,"Action, Mystery",FINISHED
Poka Poka no Hoshi,55.0,1.0,,FINISHED
Sweet Devil,55.0,1.0,,FINISHED
Hikari no Akuma,55.0,1.0,,FINISHED
Vlad Love,55.0,12.0,"Comedy, Supernatural",FINISHED
Kino no Tabi -the Beautiful World- Haikyo no Kuni,55.0,27.0,"Adventure, Slice of Life",FINISHED
LAIDBACKERS,55.0,1.0,"Comedy, Fantasy",FINISHED
Shen Po,55.0,52.0,"Action, Adventure, Comedy",FINISHED
Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou,55.0,10.0,"Comedy, Romance, Slice of Life",FINISHED
Wangpai Yushi,55.0,40.0,"Comedy, Fantasy, Supernatural",FINISHED
Otokonoko ♂ Delivery,55.0,1.0,Hentai,FINISHED
Meiji Tokyo Renka: Hanakagami no Fantasia,55.0,1.0,"Drama, Romance, Supernatural",FINISHED
Taisei Kensetsu: Sri Lanka Kousokudouro,55.0,1.0,Drama,FINISHED
Zukkoke Sannin-gumi: Zukkoke Jikuu Bouken,55.0,1.0,"Comedy, Sci-Fi",FINISHED
Mr. Pen Pen,55.0,1.0,Comedy,FINISHED
"Hanayaka Nari, Waga Ichizoku: Kinetograph",55.0,2.0,"Drama, Romance",FINISHED
Mass Effect: Paragon Lost,55.0,1.0,"Action, Adventure, Sci-Fi",FINISHED
Ben-To Picture Drama,55.0,6.0,Comedy,FINISHED
Kyokugen Dasshutsu ADV: Zennin Shibou Desu Promotion Anime,55.0,1.0,Mystery,FINISHED
Ultraman Kids: M7.8 Sei no Yukai na Nakama,55.0,1.0,,FINISHED
Manyuu Hikenchou Specials,55.0,4.0,"Action, Ecchi",FINISHED
Kyouiku Shidou The Animation,55.0,1.0,Hentai,FINISHED
Onii-chan no Koto nanka Zenzen Suki Janain Dakara ne!!,55.0,12.0,"Comedy, Ecchi, Romance",FINISHED
Gongitsune,55.0,1.0,Adventure,FINISHED
Yosuga no Sora,55.0,12.0,"Drama, Ecchi, Romance",FINISHED
Nido to Mezamenu Komori Uta,55.0,1.0,Drama,FINISHED
Wagaya no Oinari-sama. Specials,55.0,12.0,"Adventure, Comedy, Fantasy, Supernatural",FINISHED
Kaze no Toori Michi,55.0,1.0,,FINISHED
Hakujaden,55.0,1.0,"Adventure, Fantasy, Romance",FINISHED
Tenshi Nanka ja Nai,55.0,1.0,"Comedy, Drama, Romance, Slice of Life",FINISHED
Nayuta,55.0,1.0,"Action, Sci-Fi",FINISHED
Dorami-chan: Hello Kyouryuu Kids!!,55.0,1.0,Fantasy,FINISHED
Genmukan: Aiyoku to Ryoujoku no Inzai,55.0,2.0,Hentai,FINISHED
Giniro no Olynsis: TOKITO,55.0,12.0,"Adventure, Drama, Mecha, Romance",FINISHED
Imouto de Ikou!,55.0,2.0,Hentai,FINISHED
Yakin Byoutou,55.0,10.0,Hentai,FINISHED
Ippatsu Kiki Musume,55.0,16.0,"Action, Comedy, Ecchi",FINISHED
Tide-Line Blue: Kyoudai,55.0,1.0,"Adventure, Drama",FINISHED
Burn Up Scramble,55.0,12.0,"Action, Comedy, Drama, Ecchi, Sci-Fi",FINISHED
Avenger,55.0,13.0,"Adventure, Fantasy, Sci-Fi",FINISHED
Tenshi Kinryouku,55.0,3.0,"Action, Drama, Ecchi, Romance, Supernatural",FINISHED
KUROMI'S PRETTY JOURNEY: Hacha Mecha! Multiverse Daidasshutsu!,55.0,19.0,"Adventure, Comedy",FINISHED
Elf ni Inmon wo Tsukeru Hon The Animation,55.0,,Hentai,RELEASING
Yami Shibai 13,55.0,13.0,"Horror, Supernatural",FINISHED
Kabigon to Karakara,55.0,4.0,Fantasy,FINISHED
Utakata Lullaby,55.0,1.0,,FINISHED
Odd Taxi Original Picture Drama,55.0,1.0,,FINISHED
Ichiban Kuji Natsume Yuujinchou: Nyanko-sensei to Hana Shirabe,55.0,1.0,"Fantasy, Slice of Life, Supernatural",FINISHED
Otome wa Boku ni Koishiteru: Mittsu no Kiraboshi - The Animation (2022),55.0,2.0,Hentai,FINISHED
Black★★Rock Shooter: DAWN FALL,55.0,12.0,"Action, Sci-Fi",FINISHED
Renjian Zui Deyi,55.0,60.0,Fantasy,FINISHED
Sore Yuke! Gakkyuu Iinchou,55.0,1.0,,FINISHED
Ookami-san wa Taberaretai,55.0,3.0,"Hentai, Romance",FINISHED
Dawang Bu Gaoxing 2,55.0,12.0,"Comedy, Fantasy, Supernatural",FINISHED
PIANOMAN,55.0,1.0,Music,FINISHED
Kidou Senshi Gundam: Tekketsu no Orphans - Urdr Hunt,55.0,24.0,"Action, Mecha, Sci-Fi",FINISHED
Saezuru Doubutsu wa Yarushikanai!,55.0,30.0,Comedy,FINISHED
Yami Shibai 7,55.0,13.0,"Horror, Supernatural",FINISHED
Tarareba,55.0,1.0,,FINISHED
Guomin Laogong Dai Huijia 3,55.0,12.0,"Drama, Romance",FINISHED
Luo Xiaohei Zhan Ji: Fan Wai,55.0,4.0,"Comedy, Music",FINISHED
BORUTO: Jump Festa 2016 Special,55.0,1.0,"Action, Adventure, Comedy",FINISHED
Guomin Laogong Dai Huijia,55.0,12.0,"Drama, Romance",FINISHED
Buddy Go!,55.0,7.0,"Comedy, Romance",FINISHED
Regalia: The Three Sacred Stars,55.0,13.0,"Mecha, Sci-Fi",FINISHED
ClassicaLoid,55.0,25.0,"Comedy, Music",FINISHED
Onsen Yousei Hakone-chan,55.0,13.0,"Comedy, Slice of Life, Supernatural",FINISHED
Demonion: Gaiden,55.0,2.0,Hentai,FINISHED
Gakumon!: Ookami Shoujo wa Kujikenai,55.0,3.0,Comedy,FINISHED
Toriko no Chigiri,55.0,2.0,Hentai,FINISHED
Taisei Kensetsu: Bosporus Kaikyou Tunnel,55.0,1.0,Drama,FINISHED
Mahou Tsukai Jiji,55.0,1.0,"Fantasy, Music",FINISHED
UN-GO: Inga Nikki,55.0,10.0,,FINISHED
Pet Life,55.0,1.0,Hentai,FINISHED
Zero Tester: Chikyuu wo Mamore!,55.0,28.0,"Action, Adventure, Mecha, Sci-Fi",FINISHED
Kansen 3: Shuto Houkai,55.0,2.0,Hentai,FINISHED
The Rapeman Anime Version,55.0,2.0,Hentai,FINISHED
Inbo,55.0,3.0,Hentai,FINISHED
Neko Ramen,55.0,13.0,Comedy,FINISHED
Kojika Monogatari: THE YEARLING,55.0,52.0,Drama,FINISHED
Maple Colors,55.0,2.0,Hentai,FINISHED
Saint Beast: Kouin Jojishi Tenshi Tan,55.0,13.0,Fantasy,FINISHED
G-on Riders,55.0,13.0,"Comedy, Drama, Ecchi, Sci-Fi",FINISHED
Samurai Gun,55.0,13.0,"Action, Sci-Fi",FINISHED
Eikyuu Kazoku,55.0,1.0,"Comedy, Psychological",FINISHED
KIZUNA: Koi no Karasawagi,55.0,1.0,"Drama, Romance",FINISHED
Itsuka no Watashi yori,55.0,1.0,Slice of Life,FINISHED
Yarakashi,55.0,,Hentai,RELEASING
Xiling Jiyuan,55.0,16.0,Sci-Fi,FINISHED
Kageyama Tamio no Double Fantasy,55.0,2.0,"Comedy, Horror",FINISHED
Kuang Shenmo Zun,55.0,62.0,Fantasy,FINISHED
Yume ja Nai,55.0,1.0,"Adventure, Fantasy",FINISHED
Shuumatsu no Harem,55.0,11.0,"Ecchi, Sci-Fi",FINISHED
Jakusansei Million Arthur,55.0,83.0,"Adventure, Comedy, Ecchi, Fantasy",FINISHED
Hanabi,55.0,1.0,"Drama, Romance, Slice of Life",FINISHED
Flying Witch Petit Special,55.0,1.0,"Comedy, Slice of Life, Supernatural",FINISHED
Ling Yu 5,55.0,12.0,Fantasy,FINISHED
Caligula,55.0,12.0,"Action, Mystery, Sci-Fi",FINISHED
Kiitarou Shounen no Youkai Enikki: Jonan no Saijitsu,55.0,1.0,"Comedy, Ecchi, Fantasy, Supernatural",FINISHED
Puchitto Gargantia Special,55.0,1.0,"Comedy, Mecha, Sci-Fi",FINISHED
Piace: Watashi no Italian,55.0,12.0,"Comedy, Slice of Life",FINISHED
"Watashi wa, Kairaku Izonshou",55.0,2.0,Hentai,FINISHED
Ketsuekigata-kun! 4,55.0,12.0,Comedy,FINISHED
Queen's Blade: Grimoire,55.0,2.0,"Action, Adventure, Ecchi, Fantasy",FINISHED
Masou Gakuen HxH,55.0,12.0,"Action, Comedy, Ecchi, Fantasy, Romance, Sci-Fi",FINISHED
Momoiro Milk,55.0,2.0,Hentai,FINISHED
DRAMAtical Murder OVA: Data_xx_Transitory,55.0,1.0,"Action, Psychological, Sci-Fi",FINISHED
SoniAni: SUPER SONICO THE ANIMATION,55.0,12.0,"Comedy, Music, Slice of Life",FINISHED
Hitotsubu ni Kawaranu Ai wo Komete,55.0,1.0,Slice of Life,FINISHED
Mesu Nochi Torare,55.0,2.0,Hentai,FINISHED
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,55.0,5.0,"Comedy, Ecchi",FINISHED
Yurumates (2012),55.0,2.0,"Comedy, Slice of Life",FINISHED
Maid Ane,55.0,2.0,Hentai,FINISHED
Gag Manga Biyori Jump Festa 2002 Special,55.0,1.0,Comedy,FINISHED
Netorare Fighter Yaricchingu!,55.0,3.0,Hentai,FINISHED
Tottoko Hamtaro OVA 3: Hamuchanzu to Niji no Kuni no Oujisama - Sekai de Ichiban no Takaramono,55.0,1.0,"Adventure, Comedy, Fantasy",FINISHED
Nezha Nao Hai,55.0,1.0,"Adventure, Fantasy",FINISHED
Kachou no Koi,55.0,1.0,"Comedy, Romance",FINISHED
Oni,55.0,1.0,Supernatural,FINISHED
21 Emon Uchuu ike! Hadashi no Princess,55.0,1.0,,FINISHED
Sex Pistols,55.0,2.0,"Comedy, Drama, Supernatural",FINISHED
Ikusa Otome Valkyrie 2,55.0,3.0,"Fantasy, Hentai, Supernatural",FINISHED
Ippatsu Kanta-kun,55.0,53.0,"Action, Adventure, Comedy, Sports",FINISHED
Duel Masters Charge,55.0,52.0,"Action, Adventure, Comedy",FINISHED
Kurenai Sanshirou,55.0,26.0,"Action, Sports",FINISHED
Shishunki Shoujo,55.0,2.0,Hentai,FINISHED
Sougen no Shoujo Laura,55.0,26.0,Adventure,FINISHED
Sekai Meisaku Douwa: Oyayubi Hime,55.0,1.0,Fantasy,FINISHED
Cream Lemon,55.0,38.0,"Comedy, Hentai",FINISHED
California Crisis: Tsuigeki no Hibana,55.0,1.0,"Action, Adventure, Comedy",FINISHED
Gakuen Tokusou Hikaruon,55.0,1.0,Action,FINISHED
CLUSTER EDGE,55.0,25.0,"Action, Fantasy, Sci-Fi",FINISHED
Rinrin,55.0,1.0,Slice of Life,FINISHED
Nenechi no Giragira Fan Meeting,55.0,1.0,,FINISHED
Gekkouyoku,55.0,1.0,,FINISHED
Saint Seiya: Knights of the Zodiac Battle Sanctuary Part 2,55.0,12.0,"Adventure, Fantasy",FINISHED
Warau Arsnotoria Sun!,55.0,12.0,"Fantasy, Slice of Life",FINISHED
"""Hataraku"" no 100-nenshi",55.0,1.0,Slice of Life,FINISHED
Abandon: 100 Nukishinai to Derarenai Fushigi na Kyoushitsu,55.0,,Hentai,RELEASING
Osomatsu-san: Hipipo-Zoku to Kagayaku Kajitsu,55.0,1.0,"Adventure, Comedy",FINISHED
Code Geass: Hangyaku no Lelouch R2 Picture Drama TURN 12.06 - Last Moratorium,55.0,1.0,"Comedy, Slice of Life",FINISHED
Youkai Watch ♪,55.0,98.0,"Comedy, Supernatural",FINISHED
FORCE LIVE,55.0,1.0,,FINISHED
Sick Sick Sick,55.0,1.0,,FINISHED
Sword Gai The Animation Part II,55.0,12.0,"Action, Supernatural",FINISHED
Z/X: Code reunion,55.0,12.0,"Adventure, Fantasy, Sci-Fi",FINISHED
Kagirohi: Shaku Kei - Another,55.0,4.0,"Hentai, Romance",FINISHED
Dainiji Ura Nyuugakushiken THE ANIMATION,55.0,1.0,Hentai,FINISHED
Dance with Devils: Fortuna,55.0,1.0,"Romance, Supernatural",FINISHED
Chou Yuu Sekai: BEING THE REALITY,55.0,20.0,"Action, Adventure, Fantasy, Romance",FINISHED
Kuraibito,55.0,1.0,Hentai,FINISHED
Samurai Hormone: THE ANIMATION,55.0,1.0,"Hentai, Romance",FINISHED
Chibi Maruko-chan Movie: Italia Kara Kita Shounen,55.0,1.0,"Comedy, Slice of Life",FINISHED
Boku no Yayoi-san,55.0,2.0,Hentai,FINISHED
Houkago no Ouji-sama,55.0,5.0,"Comedy, Sports",FINISHED
DRAMAtical Murder,55.0,12.0,"Action, Drama, Mystery, Psychological, Sci-Fi",FINISHED
Soul Eater Not!,55.0,12.0,"Action, Comedy, Ecchi, Supernatural",FINISHED
Meganebu!,55.0,12.0,"Comedy, Slice of Life",FINISHED
Futari wa Milky Holmes,55.0,12.0,"Comedy, Mystery",FINISHED
Yowai Mushi,55.0,1.0,"Drama, Music",FINISHED
Tokyo Disney Resort: Yume ga Kanau Basho,55.0,1.0,Slice of Life,FINISHED
Chime,55.0,1.0,,FINISHED
Meitantei Conan vs. Wooo,55.0,2.0,"Adventure, Comedy, Mystery",FINISHED
Toriko Hime: Hakudaku Mamire no Reijou,55.0,2.0,Hentai,FINISHED
Soukyuu no Fafner: Arcadian Memory,55.0,2.0,"Action, Drama, Mecha, Sci-Fi",FINISHED
Togainu no Chi,55.0,12.0,"Action, Sci-Fi",FINISHED
Shinshou Genmukan,55.0,4.0,Hentai,FINISHED
RahXephon Specials,55.0,2.0,"Action, Drama, Mecha, Music, Mystery, Romance",FINISHED
Rokushin Gattai GodMars: Juunana-sai no Densetsu,55.0,1.0,"Action, Drama, Mecha, Sci-Fi",FINISHED
Sora Iro no Tane,55.0,1.0,,FINISHED
Soreyuke Marin-chan,55.0,3.0,"Hentai, Sci-Fi",FINISHED
GRANDEEK: Gaiden,55.0,1.0,"Adventure, Fantasy",FINISHED
VIRUS ‐VIRUS BUSTER SERGE‐,55.0,12.0,"Action, Adventure, Mecha, Sci-Fi",FINISHED
Kikou Sennyo Rouran,55.0,28.0,"Action, Fantasy, Mecha",FINISHED
Imouto Jiru,55.0,2.0,Hentai,FINISHED
Seikimatsu★Darling,55.0,1.0,"Comedy, Drama, Romance",FINISHED
Unkai no Meikyuu ZEGUY,55.0,2.0,"Action, Adventure, Fantasy",FINISHED
SAMURAI SPIRITS 2: Asura Zanmaden,55.0,2.0,"Action, Fantasy",FINISHED
Shi Fang Wu Sheng,55.0,16.0,"Action, Adventure, Fantasy",FINISHED
Onna no Sono no Hoshi,55.0,1.0,"Comedy, Slice of Life",FINISHED
Wan Jie Qi Yuan,55.0,40.0,"Action, Drama, Fantasy",FINISHED
Takusareta Omoi-hen,55.0,1.0,Fantasy,FINISHED
Inori wa Karappo,55.0,1.0,Psychological,FINISHED
Konbini Shoujo Z,55.0,4.0,Hentai,FINISHED
Nozoki Kanojo,55.0,4.0,Hentai,FINISHED
Hotohashiru,55.0,1.0,,FINISHED
Amanchu!: Upyopyo Dive Tsukkome! Umi no Sekai!,55.0,6.0,Comedy,FINISHED
Xi Yangyang Yu Hui Tailang,55.0,530.0,Comedy,FINISHED
Yubi wo Nusunda Onna,55.0,1.0,Supernatural,FINISHED
Hua Jianghu: Buliang Ren,55.0,54.0,"Adventure, Drama, Romance",FINISHED
Dragon Ball Z: The Real 4-D,55.0,1.0,"Action, Sci-Fi, Supernatural",FINISHED
sin: Nanatsu no Taizai Zange-roku Specials,55.0,7.0,"Ecchi, Fantasy",FINISHED
Sakura Capsule,55.0,1.0,Slice of Life,FINISHED
ēlDLIVE,55.0,12.0,"Action, Sci-Fi",FINISHED
"Aniki no Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro Da yo",55.0,1.0,Hentai,FINISHED
Ange Vierge,55.0,12.0,"Adventure, Ecchi, Fantasy",FINISHED
Koukaku Kidoutai ARISE Specials,55.0,4.0,"Mecha, Sci-Fi",FINISHED
Parol no Mirai Shima,55.0,1.0,"Action, Adventure, Fantasy",FINISHED
Kimi to Boku,55.0,1.0,"Drama, Slice of Life",FINISHED
Seikou! Lose A Virgin For The First Term,55.0,1.0,Hentai,FINISHED
BlazBlue: Alter Memory,55.0,12.0,"Action, Fantasy",FINISHED
Sengoku BASARA Movie: 4-koma Gekijou - Another Last Party,55.0,5.0,Comedy,FINISHED
Wooser no Sono Higurashi: Ken to Pantsu to Wooser to,55.0,1.0,Fantasy,FINISHED
Anime Koukyoushi: Jungle Taitei,55.0,1.0,Adventure,FINISHED
Rokudenashi BLUES,55.0,1.0,"Comedy, Drama",FINISHED
Komadori Eiga: Komaneko,55.0,5.0,Slice of Life,FINISHED
Princess Lover! Picture Drama,55.0,6.0,"Comedy, Ecchi",FINISHED
Weiß Survive R,55.0,12.0,"Comedy, Ecchi",FINISHED
Koume-chan ga Iku!!,55.0,12.0,"Comedy, Romance, Slice of Life",FINISHED
Seikon no Qwaser,55.0,24.0,"Action, Ecchi, Supernatural",FINISHED
Ushio to Tora: Comically Deformed Theater,55.0,1.0,"Action, Comedy, Horror",FINISHED
Akikan!,55.0,12.0,"Comedy, Ecchi, Fantasy, Romance",FINISHED
Ai City,55.0,1.0,Sci-Fi,FINISHED
Karasu Tengu Kabuto: Ougon no Me no Kemono,55.0,1.0,"Action, Adventure, Drama",FINISHED
"Genesis Climber Mospeada: Love, Live, Alive",55.0,1.0,"Action, Mecha, Music",FINISHED
In no Houteishiki,55.0,2.0,Hentai,FINISHED
Bakegyamon,55.0,51.0,"Action, Adventure, Comedy, Fantasy",FINISHED
Choujin Densetsu Urotsukidouji,55.0,3.0,"Action, Drama, Hentai",FINISHED
Salamander,55.0,3.0,"Adventure, Sci-Fi",FINISHED
Tobira wo Akete (1995),55.0,1.0,Fantasy,FINISHED
Good Morning Call,55.0,1.0,"Comedy, Drama, Romance",FINISHED
Ghost Tale,55.0,1.0,"Comedy, Slice of Life, Supernatural",FINISHED
FUTURE EVE,55.0,1.0,Sci-Fi,FINISHED
Shen Yi Jiu Xiaojie,55.0,80.0,"Fantasy, Romance",FINISHED
Mini Van Large,55.0,26.0,"Comedy, Slice of Life",FINISHED
Boku (Re-Arrange),55.0,1.0,,FINISHED
Kyokou Uranai,55.0,12.0,"Fantasy, Supernatural",FINISHED
Koisuru Asteroid: KiraKira Zoukangou,55.0,12.0,"Comedy, Slice of Life",FINISHED
Car & Tue,55.0,8.0,Comedy,FINISHED
Iya na Kao sare nagara Opantsu Misete Moraitai 2,55.0,6.0,Ecchi,FINISHED
"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki",55.0,1.0,"Comedy, Slice of Life",FINISHED
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,55.0,5.0,,FINISHED
Majutsushi Orphen Hagure Tabi,55.0,13.0,"Action, Adventure, Fantasy",FINISHED
gd Men,55.0,12.0,"Adventure, Comedy, Fantasy",FINISHED
Nissin no Donbei x Kemono Friends: Fukkura,55.0,1.0,Comedy,FINISHED
Macross Δ: Delta Shougekijou,55.0,9.0,Comedy,FINISHED
Berserk,55.0,12.0,"Action, Adventure, Drama, Fantasy, Horror, Supernatural",FINISHED
Kagachi-sama Onagusame Tatematsurimasu: Netorare Mura Inya Hanashi - THE ANIMATION,55.0,1.0,Hentai,FINISHED
Danchi Tomoo,55.0,78.0,Comedy,FINISHED
Kamen no Ninja Akakage,55.0,23.0,"Action, Fantasy",FINISHED
Elf 17,55.0,1.0,"Action, Adventure, Comedy, Fantasy, Mecha, Sci-Fi",FINISHED
Biriken Nandemo Shoukai,55.0,22.0,Comedy,FINISHED
Time Bokan Series: Gyakuten Ippatsu-man,55.0,58.0,Sci-Fi,FINISHED
Aisubeki Mirai e,55.0,1.0,,FINISHED
Mukougaoka Chisato wa Tada Mitsumeteita no Datta,55.0,1.0,,FINISHED
Diabolus: Kikoku,55.0,2.0,Hentai,FINISHED
Hitoriga: THE ANIMATION,55.0,4.0,Hentai,FINISHED
11 Piki no Neko to Ahoudori,55.0,1.0,Fantasy,FINISHED
Cosmic Fantasy: Ginga Mehyou no Wana,55.0,1.0,"Action, Comedy, Sci-Fi",FINISHED
Topo Gigio,55.0,21.0,"Adventure, Comedy, Sci-Fi",FINISHED
DISCODE: Ijou Seiai,55.0,3.0,Hentai,FINISHED
Classmate no Okaasan,55.0,2.0,Hentai,FINISHED
Scramble Wars: Tsuppashire! Genom Trophy Rally,55.0,1.0,"Comedy, Sci-Fi, Sports",FINISHED
Bouken! Iczer 3,55.0,6.0,"Action, Adventure, Sci-Fi",FINISHED
.hack//Tasogare no Udewa Densetsu - Offline de Aimashou,55.0,1.0,"Adventure, Comedy, Fantasy, Sci-Fi",FINISHED
MAZE☆Bakunetsu Jikuu,55.0,2.0,"Adventure, Comedy, Fantasy, Mecha",FINISHED
Yumeria,55.0,12.0,"Action, Comedy, Ecchi",FINISHED
Lee Shi Zhentan Shiwusuo: Liang Xiaoshi Jiaqi,55.0,1.0,Action,FINISHED
Bremen,55.0,1.0,,FINISHED
Jidao Long Shen,55.0,40.0,"Action, Fantasy",FINISHED
Chair,55.0,1.0,"Drama, Psychological",FINISHED
Bug tte Honey: Megaromu Shoujo Mai 4622,55.0,1.0,"Adventure, Comedy",FINISHED
Kuroinu II THE ANIMATION,55.0,1.0,"Fantasy, Hentai",FINISHED
Shin Top wo Nerae! Gunbuster! Science Lesson,55.0,2.0,"Comedy, Sci-Fi",FINISHED
Donaiyanen Yadon,55.0,1.0,,FINISHED
Anklet to Aoi Umi,55.0,1.0,,FINISHED
TV Yarou Nanaana: Wakuwaku Doukutsu Land,55.0,24.0,"Adventure, Comedy",FINISHED
Eevee to Colorful Friends,55.0,1.0,Slice of Life,FINISHED
Code Geass: Hangyaku no Lelouch Picture Drama STAGE 0.97 - Hajimari no Zenya,55.0,1.0,"Action, Drama, Mecha",FINISHED
Kansen Sodom,55.0,1.0,"Comedy, Hentai",FINISHED
Okitegami Kyouko no Bibouroku x Monogatari,55.0,1.0,Supernatural,FINISHED
Lu Shidai,55.0,14.0,"Action, Adventure, Comedy",FINISHED
Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no Desu ga... Anime Edition,55.0,1.0,Hentai,FINISHED
Sinbad: Sora Tobu Hime to Himitsu no Shima,55.0,1.0,"Adventure, Drama",FINISHED
Himegoto,55.0,13.0,"Comedy, Ecchi, Slice of Life",FINISHED
Zecchou Rocket,55.0,2.0,Hentai,FINISHED
Kobayashi ga Kawai Sugite Tsurai!!,55.0,2.0,Romance,FINISHED
Sword Art Offline,55.0,9.0,Comedy,FINISHED
Zoku Attacker YOU! Kin Medal e no Michi,55.0,52.0,"Romance, Sports",FINISHED
Qin Shi Mingyue: Zhuzi Baijia,55.0,34.0,"Action, Adventure, Fantasy",FINISHED
Otome Youkai Zakuro Picture Drama,55.0,2.0,"Romance, Supernatural",FINISHED
Miyanishi Tatsuya Gekijou: Omae Umasou da na,55.0,20.0,Adventure,FINISHED
Denkou Chou Tokkyuu Hikarian,55.0,52.0,"Action, Adventure",FINISHED
Biohazard 4: Incubate,55.0,1.0,"Action, Horror, Mystery, Supernatural",FINISHED
XANADU Dragonslayer Densetsu,55.0,1.0,"Adventure, Comedy, Fantasy",FINISHED
Groizer X,55.0,36.0,"Mecha, Sci-Fi",FINISHED
The Hard: BOUNTY HUNTER,55.0,1.0,Action,FINISHED
Saiyuuki,55.0,1.0,"Adventure, Fantasy",FINISHED
Catman Series III,55.0,6.0,"Comedy, Fantasy, Slice of Life",FINISHED
Inda no Himekishi Janne,55.0,2.0,"Fantasy, Hentai, Horror",FINISHED
Doukyuusei: Natsu no Owari ni,55.0,4.0,"Drama, Ecchi, Romance",FINISHED
Chikyuu ga Ugoita Hi,55.0,1.0,Drama,FINISHED
ARIEL VISUAL SCEBAI: Saidai no Kiki,55.0,2.0,"Action, Comedy, Mecha, Sci-Fi",FINISHED
Kotetsu no Daibouken,55.0,2.0,"Action, Comedy, Ecchi, Fantasy, Romance, Sci-Fi, Supernatural",FINISHED
D.I.C.E.,55.0,40.0,"Action, Adventure, Mecha, Sci-Fi",FINISHED
Saishuu Chikan Densha,55.0,3.0,Hentai,FINISHED
Ai wa Kagi no Kazu Dake... Fuuzoku Mansion,55.0,1.0,Hentai,FINISHED
Haou Taikei Ryuu Knight: Adeu Legend Final,55.0,1.0,"Adventure, Fantasy, Mecha",FINISHED
Sengoku Kitan Youtouden Soushuuhen,55.0,1.0,Action,FINISHED
Yoroiden Samurai Troopers MESSAGE,55.0,5.0,"Adventure, Fantasy",FINISHED
Shihaisha no Tasogare: TWILIGHT OF THE DARK MASTER,55.0,1.0,Horror,FINISHED
Baby★LOVE,55.0,1.0,"Comedy, Romance",FINISHED
Sakuranbo Message,55.0,1.0,Slice of Life,FINISHED
Hoshi Meguru Uta,55.0,1.0,,FINISHED
Zero Talking,55.0,1.0,,FINISHED
Dinner Bell,55.0,1.0,,FINISHED
Watashi no Hashtag ga Haenakute.,55.0,1.0,Sci-Fi,FINISHED
Otogibanashi no Onigokko,55.0,,"Fantasy, Hentai",RELEASING
Natsuyasumi Ake no Kanojo wa...,55.0,2.0,Hentai,FINISHED
Wan Yu Feng Shen,55.0,60.0,Fantasy,FINISHED
Taimanin Shiranui: Inyoku no Dorei Shoufu,55.0,1.0,Hentai,FINISHED
